sentence	is_actionable
Cancel my RSVP for Carrin Patman's lunch tomorrow.	Actionable
Please put on calender As most of you may know the New Albany Purchase and Sales Agreement has been executed.	Actionable
The City shut down the project for a week and it tookanother week to get every thing back on tract.	Non-Actionable
Consolidated positions: Issues &	Non-Actionable
Please check with Ryan and he will let you know what he needs, so you can provide those.	Actionable
This analysis shows your investment at $700,000 for a 50% interest in theprofits of the project.	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/12/2000	Non-Actionable
Jerry Graves FYI, make sure you can access the Web for this coming weekend.	Actionable
Please confirm your availability to participate in the two and half week orientation via email to Tracy Arthur by Friday, December 22, 2000.	Actionable
Robert, let's deliver 1,000 day to Cove Point off CGAS for May.	Actionable
Please read Jennifer's note below and let me know how you are currently dealing with EOL deals that have flow outside the original range of the deal.	Actionable
Please Work with Sales Managers to meet sales objectives.	Actionable
Check with Christie Patrick first to see what the history is.	Actionable
Please refer calls only from the trade press and other media inquiries to the Public Relations group.	Actionable
Coordinate with team on design and prototype of new interfaces.	Actionable
but he was out of pocket.?	Non-Actionable
Please provide him with spread option model that includes the curve fetch function.	Actionable
Please let me know this morning what else should be putting together	Actionable
Because they are notspent no interest is charged on these funds.	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 05/02/2001 05:26 AM ---------------------------	Non-Actionable
Check 1410  Crumps     Detail description and unit?	Non-Actionable
Phillip	Non-Actionable
Just allocate the actuals at the end of each month.	Actionable
please do research and find Evolution Markets COP special report by tomorrow.	Actionable
Angie, for tomorrow, please schedule this as parked as current day activity.	Actionable
What is the latest with PG&E?	Non-Actionable
Mark, make sure you are allocating these expenses to EES.	Actionable
Stop supplying electricity as the latter continued to default on payments.	Actionable
Let me know what time is most suited to your schedule.	Actionable
Include the federal reference number of the wire as proof of funds forthcoming.	Actionable
Please review the fifth attachment PIBA Workshop Notes for my short synopsis.	Actionable
Please respond and let me know your status on the given work.	Actionable
Please circulate this information to all interested parties within your group by this weekend.	Actionable
Once again please verify what we paid Iroq on the disputed parking fee from May 1999 through July 1999.	Actionable
Monique Sanchez	Non-Actionable
Please keep this email invoice for your records and also send a copy to me.	Actionable
Too often the presenter speaks and the others are quiet just waiting for their turn.	Non-Actionable
(months x strike x delta).	Non-Actionable
starting on    (if the date occurs on a weekend the meeting ).	Non-Actionable
Write verification plans specifications and documentation today and send me.	Actionable
Let's try and reach an agreement on the construction manager issue tomorrow morning.	Actionable
Lucy, Here are the rentrolls: Open them and save in the rentroll folder.	Non-Actionable
Phillip K Allen -	Non-Actionable
Revise proposed Decision in the Gas Restructuring Investigation.	Actionable
Please assist sales and marketing in follow-up of payments.	Actionable
Please provide daily support of business operations to customers.	Actionable
Let me know by Friday about your plan on attending.	Actionable
Email me back about the new date and your opinion on restaurant choices and type of party.	Actionable
To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECTcc:	Non-Actionable
No Response	Non-Actionable
Test complex data sets in easily comprehendible ways and please let me know the outputs.	Actionable
Please add my name to future emails concerning TX SET activity and update the list as well.	Actionable
>	Non-Actionable
----------------------	Non-Actionable
Investment	Non-Actionable
Colleen Sullivan/HOU/ECT@ECT	Non-Actionable
Gas Physical/Financail Positions - Room 2537	Non-Actionable
-500	Non-Actionable
Place your order by December 16 for delivery by December 25	Actionable
Job, email her to expect registration confirmation via email.	Actionable
Hey Ken, let's meet for lunch next week.	Actionable
Margaret, please verify that we are now completely paid up by Entex on this transaction.	Actionable
ENA Denver office303-575-6490	Non-Actionable
Compare your existing system with our latest product offerings.	Actionable
please find an updated Power Credit Watch List.	Actionable
-51,250	Non-Actionable
Please email me back to confirm receipt.	Actionable
The two key points from this data are as follows:	Non-Actionable
_	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000	Non-Actionable
So take it you haven't Chris Germany Did you ever send CES copies of the demand charges for Jan 2000.	Actionable
-32,500	Non-Actionable
Please have all feedback forms completed by the date noted below.	Actionable
Please raise that this report is originating from the SITARA database.	Actionable
In fact, if wewere able to purchase additional lots from Regan we would build 4 bedroomunits along with the 3-bedroom plan.	Non-Actionable
Scott Neal/HOU/ECT	Non-Actionable
I really do not want to hold up anything or  generate more work for myself	Non-Actionable
George W. RichardsCreekside Builders, LLC	Non-Actionable
and I don't want to insult or annoy anyone	Non-Actionable
Please plan to attend and let me know which conference room to gather as soon as it has been assigned.	Actionable
Victor, please move the daily volumes to deal 149778.	Actionable
Make sure that the phone numbers for the folks we put on the list is up to date.	Actionable
Give me a call tomorrow so that we can discuss your determination and to make sure can respond accurately to her ETA concern.	Actionable
Russ Severson/HOU/ECT	Non-Actionable
Gas Physical/Financail Positions - Room 2537	Non-Actionable
"To: ""'Pallen@Enron.com'"" <Pallen@Enron.com>cc:"	Non-Actionable
Make it documented that the telescoped volumes on 3726 are cumulative and are incremental on 3924.	Actionable
